date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:56:04	68773/68773	---M-Z	200	added ('OK')	text/html	etag:%223fc2605-10ca5-571ae40440100-gzip%22	https://thememakker.com/templates/oreo/hospital/html/light/all-Departments.html	C:/Mes%20Sites%20Web/OREO/thememakker.com/templates/oreo/hospital/html/light/all-Departments.html	(from )
18:56:05	114/114	---M--	200	added ('OK')	text/plain	etag:%223dc31ed-72-5705163c56d94%22	https://thememakker.com/robots.txt		(from )
18:56:06	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%223fc26f4-47e-5620c37bfce80%22	https://thememakker.com/templates/oreo/hospital/html/light/favicon.ico	C:/Mes%20Sites%20Web/OREO/thememakker.com/templates/oreo/hospital/html/light/favicon.ico	(from https://thememakker.com/templates/oreo/hospital/html/light/all-Departments.html)
18:56:09	153045/153045	---M--	200	added ('OK')	text/css	etag:%223fc2726-255d5-56f31533adb00%22	https://thememakker.com/templates/oreo/hospital/html/plugins/bootstrap/css/bootstrap.min.css	C:/Mes%20Sites%20Web/OREO/thememakker.com/templates/oreo/hospital/html/plugins/bootstrap/css/bootstrap.min.css	(from https://thememakker.com/templates/oreo/hospital/html/light/all-Departments.html)
18:56:12	7483/7483	---M--	200	added ('OK')	text/css	etag:%223fc261a-1d3b-580818d6ae9ed%22	https://thememakker.com/templates/oreo/hospital/html/light/assets/css/color_skins.css	C:/Mes%20Sites%20Web/OREO/thememakker.com/templates/oreo/hospital/html/light/assets/css/color_skins.css	(from https://thememakker.com/templates/oreo/hospital/html/light/all-Departments.html)
18:56:13	93336/93336	---M-Z	200	added ('OK')	text/html	etag:%223fc26fd-16c98-571ae40440100-gzip%22	https://thememakker.com/templates/oreo/hospital/html/light/index.html	C:/Mes%20Sites%20Web/OREO/thememakker.com/templates/oreo/hospital/html/light/index.html	(from https://thememakker.com/templates/oreo/hospital/html/light/all-Departments.html)
18:56:14	64137/64137	---M-Z	200	added ('OK')	text/html	etag:%223fc26f3-fa89-571ae40440100-gzip%22	https://thememakker.com/templates/oreo/hospital/html/light/events.html	C:/Mes%20Sites%20Web/OREO/thememakker.com/templates/oreo/hospital/html/light/events.html	(from https://thememakker.com/templates/oreo/hospital/html/light/all-Departments.html)
18:56:15	78907/78907	---M-Z	200	added ('OK')	text/html	etag:%223fc2703-1343b-571ae40440100-gzip%22	https://thememakker.com/templates/oreo/hospital/html/light/mail-inbox.html	C:/Mes%20Sites%20Web/OREO/thememakker.com/templates/oreo/hospital/html/light/mail-inbox.html	(from https://thememakker.com/templates/oreo/hospital/html/light/all-Departments.html)
18:56:15	84212/84212	---M-Z	200	added ('OK')	text/html	etag:%223fc26ee-148f4-571ae40440100-gzip%22	https://thememakker.com/templates/oreo/hospital/html/light/contact.html	C:/Mes%20Sites%20Web/OREO/thememakker.com/templates/oreo/hospital/html/light/contact.html	(from https://thememakker.com/templates/oreo/hospital/html/light/all-Departments.html)
18:56:15	4290/4290	---M--	200	added ('OK')	image/jpeg	etag:%223fc25f3-10c2-563a351845780%22	https://thememakker.com/templates/oreo/hospital/html/images/xs/avatar2.jpg	C:/Mes%20Sites%20Web/OREO/thememakker.com/templates/oreo/hospital/html/images/xs/avatar2.jpg	(from https://thememakker.com/templates/oreo/hospital/html/light/all-Departments.html)
